packageId,tokenId,brand,category,productCode,listingDate,size,retailPrice
af1f72db625a4c54aa81767f478caa08,1e7615dc990345c49f70d73fba11a197a21f36ecb93c495793a610ab59fa393e,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/L,799
af1f72db625a4c54aa81767f478caa08,b06d4514d5e14764910dd649ecde8f38f6705e433220446c98fde44043a4ddc2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/XL,799
af1f72db625a4c54aa81767f478caa08,2627fa2454c543a68b198d6a8ddd4c7d880a949224c04a12bad32023dd25db63,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/2XL,799
93169ab0d3194cd78e0faaab7574d313,776e17919e6640258428fc59fd53c53f49d681b698cd4e7b824d4c44ef58150c,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/XS2,799
93169ab0d3194cd78e0faaab7574d313,df00fe3bc5f04830ab99f3f368df6797f75ce1b96b6846af9394093deda559a4,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/S,799
93169ab0d3194cd78e0faaab7574d313,afdbf630b5bc415ab2e8f6bf3553784add18014dc7b44b968f486b4484616d36,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/M,799
93169ab0d3194cd78e0faaab7574d313,ebf5e83346cc4eedac6d38991baad1e016858318908b4856a54b7e8660c7b203,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/L,799
93169ab0d3194cd78e0faaab7574d313,4fec6a5021f94351b9dab73c3bdd3397458b3bfca75f4cb1843f1e038f4c50c8,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/XL,1199
e1000514e995418b91d7478842d55ed1,3e6a16046530464e94729092c40d89e6a72498d2f1f74de0af0e2a1c4a0097d3,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/2XL,1199
e1000514e995418b91d7478842d55ed1,7579a714a8dd4e45872b45bc7bf0f9194981c6565b904381a764b6e3255c9dec,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/3XL,1199
e1000514e995418b91d7478842d55ed1,481a0cd0f1c14045addcb3951a47cc7be76b73bd33e1479ba5e27ddd5785593b,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/4/1,A/S,1199
e1000514e995418b91d7478842d55ed1,5c36b76971ce466aba5990cf2653b3998ccd83ea50ac4a51b74f299fb4dd7136,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/M,1199
e1000514e995418b91d7478842d55ed1,e002d178bed1461abfda0e4ecc72a5fc061a3f71225740ac8aca55fd149ad8c0,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/L,1199
a2a45fea38424959a5979742cf69bd12,337911d4a7354eddbb97c186862c131acca00205ce41487c93a23db9c1b9f401,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/XL,1199
a2a45fea38424959a5979742cf69bd12,c62f3e51e2c7440aa3695aeffb00c3d7fe8afe1e9d674bb696f564f8db4513f9,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/2XL,1199
a2a45fea38424959a5979742cf69bd12,c45fbd858ea44daca39655c43e688ed513deaa6d07c2470eb988bb783811f89e,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/3XL,1199
a2a45fea38424959a5979742cf69bd12,5e1d5349607a43bcbb9585547ba689fadd2b6c80dab74b8a93ffa11855e0df30,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/S,1199
a2a45fea38424959a5979742cf69bd12,45e571c08c8e4c0fb4c2e7a5e8fdd4e9de788e75f4784e3db72da4e245498059,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/M,1099
670bc5fce9c54e62844d074249b70a28,aacb8c104f734c8cb3ebd28614cffec392867322c72c499a90f0887e8ba4905d,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/L,1099
670bc5fce9c54e62844d074249b70a28,61b493767b1f4ed28458568bec6f95381cb59125ddc64bc3ac8e79b631fea49c,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/XL,1099
670bc5fce9c54e62844d074249b70a28,aebe8d8ba9f3426f9a11213abf1155ceb04e968ae81f4e738b3732b4f899736e,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/2XL,1099
af1f72db625a4c54aa81767f478caa08,0f8fa21a426e44e997249e2db953f9a667d6ac5f9d7445bdb7492949b42c7fbc,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/S,799
af1f72db625a4c54aa81767f478caa08,6190057cd3fc45a9868c587ede9647b6018c51bb9e5b4c8f87b6bcfdb8f8e5e2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/M,799
af1f72db625a4c54aa81767f478caa08,1e7615dc990345c49f70d73fba11a197a21f36ecb93c495793a610ab59fa393e,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/L,799
af1f72db625a4c54aa81767f478caa08,b06d4514d5e14764910dd649ecde8f38f6705e433220446c98fde44043a4ddc2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/XL,799
af1f72db625a4c54aa81767f478caa08,2627fa2454c543a68b198d6a8ddd4c7d880a949224c04a12bad32023dd25db63,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/2XL,799
93169ab0d3194cd78e0faaab7574d313,776e17919e6640258428fc59fd53c53f49d681b698cd4e7b824d4c44ef58150c,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/XS2,799
93169ab0d3194cd78e0faaab7574d313,df00fe3bc5f04830ab99f3f368df6797f75ce1b96b6846af9394093deda559a4,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/S,799
93169ab0d3194cd78e0faaab7574d313,afdbf630b5bc415ab2e8f6bf3553784add18014dc7b44b968f486b4484616d36,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/M,799
93169ab0d3194cd78e0faaab7574d313,ebf5e83346cc4eedac6d38991baad1e016858318908b4856a54b7e8660c7b203,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/L,799
93169ab0d3194cd78e0faaab7574d313,4fec6a5021f94351b9dab73c3bdd3397458b3bfca75f4cb1843f1e038f4c50c8,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/XL,1199
e1000514e995418b91d7478842d55ed1,3e6a16046530464e94729092c40d89e6a72498d2f1f74de0af0e2a1c4a0097d3,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/2XL,1199
e1000514e995418b91d7478842d55ed1,7579a714a8dd4e45872b45bc7bf0f9194981c6565b904381a764b6e3255c9dec,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/3XL,1199
e1000514e995418b91d7478842d55ed1,481a0cd0f1c14045addcb3951a47cc7be76b73bd33e1479ba5e27ddd5785593b,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/4/1,A/S,1199
e1000514e995418b91d7478842d55ed1,5c36b76971ce466aba5990cf2653b3998ccd83ea50ac4a51b74f299fb4dd7136,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/M,1199
e1000514e995418b91d7478842d55ed1,e002d178bed1461abfda0e4ecc72a5fc061a3f71225740ac8aca55fd149ad8c0,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/L,1199
a2a45fea38424959a5979742cf69bd12,337911d4a7354eddbb97c186862c131acca00205ce41487c93a23db9c1b9f401,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/XL,1199
a2a45fea38424959a5979742cf69bd12,c62f3e51e2c7440aa3695aeffb00c3d7fe8afe1e9d674bb696f564f8db4513f9,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/2XL,1199
a2a45fea38424959a5979742cf69bd12,c45fbd858ea44daca39655c43e688ed513deaa6d07c2470eb988bb783811f89e,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/3XL,1199
a2a45fea38424959a5979742cf69bd12,5e1d5349607a43bcbb9585547ba689fadd2b6c80dab74b8a93ffa11855e0df30,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/S,1199
a2a45fea38424959a5979742cf69bd12,45e571c08c8e4c0fb4c2e7a5e8fdd4e9de788e75f4784e3db72da4e245498059,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/M,1099
670bc5fce9c54e62844d074249b70a28,aacb8c104f734c8cb3ebd28614cffec392867322c72c499a90f0887e8ba4905d,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/L,1099
670bc5fce9c54e62844d074249b70a28,61b493767b1f4ed28458568bec6f95381cb59125ddc64bc3ac8e79b631fea49c,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/XL,1099
670bc5fce9c54e62844d074249b70a28,aebe8d8ba9f3426f9a11213abf1155ceb04e968ae81f4e738b3732b4f899736e,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/2XL,1099
af1f72db625a4c54aa81767f478caa08,0f8fa21a426e44e997249e2db953f9a667d6ac5f9d7445bdb7492949b42c7fbc,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/S,799
af1f72db625a4c54aa81767f478caa08,6190057cd3fc45a9868c587ede9647b6018c51bb9e5b4c8f87b6bcfdb8f8e5e2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/M,799
af1f72db625a4c54aa81767f478caa08,1e7615dc990345c49f70d73fba11a197a21f36ecb93c495793a610ab59fa393e,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/L,799
af1f72db625a4c54aa81767f478caa08,b06d4514d5e14764910dd649ecde8f38f6705e433220446c98fde44043a4ddc2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/XL,799
af1f72db625a4c54aa81767f478caa08,2627fa2454c543a68b198d6a8ddd4c7d880a949224c04a12bad32023dd25db63,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/2XL,799
93169ab0d3194cd78e0faaab7574d313,776e17919e6640258428fc59fd53c53f49d681b698cd4e7b824d4c44ef58150c,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/XS2,799
93169ab0d3194cd78e0faaab7574d313,df00fe3bc5f04830ab99f3f368df6797f75ce1b96b6846af9394093deda559a4,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/S,799
93169ab0d3194cd78e0faaab7574d313,afdbf630b5bc415ab2e8f6bf3553784add18014dc7b44b968f486b4484616d36,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/M,799
af1f72db625a4c54aa81767f478caa08,0f8fa21a426e44e997249e2db953f9a667d6ac5f9d7445bdb7492949b42c7fbc,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/S,799
af1f72db625a4c54aa81767f478caa08,6190057cd3fc45a9868c587ede9647b6018c51bb9e5b4c8f87b6bcfdb8f8e5e2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/M,799
af1f72db625a4c54aa81767f478caa08,1e7615dc990345c49f70d73fba11a197a21f36ecb93c495793a610ab59fa393e,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/L,799
af1f72db625a4c54aa81767f478caa08,b06d4514d5e14764910dd649ecde8f38f6705e433220446c98fde44043a4ddc2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/XL,799
af1f72db625a4c54aa81767f478caa08,2627fa2454c543a68b198d6a8ddd4c7d880a949224c04a12bad32023dd25db63,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/2XL,799
93169ab0d3194cd78e0faaab7574d313,776e17919e6640258428fc59fd53c53f49d681b698cd4e7b824d4c44ef58150c,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/XS2,799
93169ab0d3194cd78e0faaab7574d313,df00fe3bc5f04830ab99f3f368df6797f75ce1b96b6846af9394093deda559a4,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/S,799
93169ab0d3194cd78e0faaab7574d313,afdbf630b5bc415ab2e8f6bf3553784add18014dc7b44b968f486b4484616d36,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/M,799
93169ab0d3194cd78e0faaab7574d313,ebf5e83346cc4eedac6d38991baad1e016858318908b4856a54b7e8660c7b203,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/L,799
93169ab0d3194cd78e0faaab7574d313,4fec6a5021f94351b9dab73c3bdd3397458b3bfca75f4cb1843f1e038f4c50c8,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/XL,1199
e1000514e995418b91d7478842d55ed1,3e6a16046530464e94729092c40d89e6a72498d2f1f74de0af0e2a1c4a0097d3,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/2XL,1199
e1000514e995418b91d7478842d55ed1,7579a714a8dd4e45872b45bc7bf0f9194981c6565b904381a764b6e3255c9dec,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/3XL,1199
e1000514e995418b91d7478842d55ed1,481a0cd0f1c14045addcb3951a47cc7be76b73bd33e1479ba5e27ddd5785593b,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/4/1,A/S,1199
e1000514e995418b91d7478842d55ed1,5c36b76971ce466aba5990cf2653b3998ccd83ea50ac4a51b74f299fb4dd7136,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/M,1199
e1000514e995418b91d7478842d55ed1,e002d178bed1461abfda0e4ecc72a5fc061a3f71225740ac8aca55fd149ad8c0,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/L,1199
a2a45fea38424959a5979742cf69bd12,337911d4a7354eddbb97c186862c131acca00205ce41487c93a23db9c1b9f401,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/XL,1199
a2a45fea38424959a5979742cf69bd12,c62f3e51e2c7440aa3695aeffb00c3d7fe8afe1e9d674bb696f564f8db4513f9,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/2XL,1199
a2a45fea38424959a5979742cf69bd12,c45fbd858ea44daca39655c43e688ed513deaa6d07c2470eb988bb783811f89e,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/3XL,1199
a2a45fea38424959a5979742cf69bd12,5e1d5349607a43bcbb9585547ba689fadd2b6c80dab74b8a93ffa11855e0df30,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/S,1199
a2a45fea38424959a5979742cf69bd12,45e571c08c8e4c0fb4c2e7a5e8fdd4e9de788e75f4784e3db72da4e245498059,ADIDAS SC(阿迪运动休闲),服装,CV6965,2019/4/1,A/M,1099
670bc5fce9c54e62844d074249b70a28,aacb8c104f734c8cb3ebd28614cffec392867322c72c499a90f0887e8ba4905d,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/L,1099
670bc5fce9c54e62844d074249b70a28,61b493767b1f4ed28458568bec6f95381cb59125ddc64bc3ac8e79b631fea49c,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/XL,1099
670bc5fce9c54e62844d074249b70a28,aebe8d8ba9f3426f9a11213abf1155ceb04e968ae81f4e738b3732b4f899736e,ADIDAS SC(阿迪运动休闲),服装,CV9188,2019/4/1,A/2XL,1099
af1f72db625a4c54aa81767f478caa08,0f8fa21a426e44e997249e2db953f9a667d6ac5f9d7445bdb7492949b42c7fbc,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/S,799
af1f72db625a4c54aa81767f478caa08,6190057cd3fc45a9868c587ede9647b6018c51bb9e5b4c8f87b6bcfdb8f8e5e2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/M,799
af1f72db625a4c54aa81767f478caa08,1e7615dc990345c49f70d73fba11a197a21f36ecb93c495793a610ab59fa393e,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/L,799
af1f72db625a4c54aa81767f478caa08,b06d4514d5e14764910dd649ecde8f38f6705e433220446c98fde44043a4ddc2,ADIDAS SC(阿迪运动休闲),鞋类,EG2376,2019/5/1,A/XL,799
af1f72db625a4c54aa81767f478caa08,2627fa2454c543a68b198d6a8ddd4c7d880a949224c04a12bad32023dd25db63,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/2XL,799
93169ab0d3194cd78e0faaab7574d313,776e17919e6640258428fc59fd53c53f49d681b698cd4e7b824d4c44ef58150c,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/XS2,799
93169ab0d3194cd78e0faaab7574d313,df00fe3bc5f04830ab99f3f368df6797f75ce1b96b6846af9394093deda559a4,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/S,799
93169ab0d3194cd78e0faaab7574d313,afdbf630b5bc415ab2e8f6bf3553784add18014dc7b44b968f486b4484616d36,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/M,799
93169ab0d3194cd78e0faaab7574d313,ebf5e83346cc4eedac6d38991baad1e016858318908b4856a54b7e8660c7b203,ADIDAS SC(阿迪运动休闲),服装,EG2376,2019/5/1,A/L,799
93169ab0d3194cd78e0faaab7574d313,4fec6a5021f94351b9dab73c3bdd3397458b3bfca75f4cb1843f1e038f4c50c8,ADIDAS SC(阿迪运动休闲),服装,CV6959,2019/5/1,A/XL,1199
